GID,GEOM_O,IDENT,ADRESSE,CAMPGPS,CODEPOST,NATURE,IDMOUVT,IDSAE,LIGNEDES,LONGARR,DATECREA,DATEDEPL,DATEGEAR,DATEGEMO,DATEGEVO,MOBILIE1,MOBILIE2,MOBILIE3,MOBILIE4,NOMARRET,REFMOB1,REFMOB2,REFMOB3,REFMOB4,VILLE,ARSCOL,PRESCORB,CONFORT,NIVACPMR,PHOTO,ARTRAN,NIVSERV,RESEAU,CDATE,MDATE
7,360,693,294 cours du Maréchal Gallieni,19970709000000,33400,Sur chaussée classique,14,,Lianes 4,,20010101000000,,19990830000000,,,Poteau,,,,E. Vaillant,,,,,TALENCE,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
14,360,8063,avenue de Kaolack,,33700,Sur chaussée classique,14,,Citéis 42/Flexo 48,,20170902000000,20170902000000,20170902000000,20170902000000,20010101000000,Poteau,,,,IRSA,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175112
18,360,8067,139/141 rue Belleville,,33000,Sur chaussée classique,4,,26,,20170828000000,20170828000000,20170828000000,20170828000000,20170828000000,Poteau,,,,Louis Mie,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
22,360,1096,allées de Boutaut,20080801000000,33000,Sur chaussée classique,4,,,,20010101000000,20080320000000,19990909000000,20080320000000,,Poteau,,,,Prévost,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171640
23,360,1038,248 cours de l'Yser,19970805000000,33800,Hors chaussée intégral,14,,,,20010101000000,,19991117000000,,,Poteau,,,,Nansouty,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171636
27,360,6991,face au 21 rue du Serpent,,33600,Sur chaussée classique,6,,,,20130624000000,20130624000000,20130624000000,20141103000000,20130624000000,Non matérialisé,,,,Acacias,,,,,PESSAC,,,,,,,,,20170830151000,20170830171916
33,360,1048,rue du 8 Mai 1945,20121022000000,33150,Sur chaussée norme access,8,,Corol 32,,20010101000000,20110709000000,19990715000000,20120320000000,20110709000000,Abribus V1,,,,8 Mai 1945,12-52,,,,CENON,,,,,,,,BUS,20170830151000,20170830175112
34,360,1470,32/34 rue du Pradas,19970711000000,33700,Sur chaussée classique,14,,Citéis 42,,20010101000000,,20000605000000,,,Poteau,,,,Bazin,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175112
38,360,30,103 avenue de Thouars,20111004000000,33140,Hors chaussée intégral,14,,Lianes 8,,20010101000000,,19991124000000,20051203000000,,Abribus V1 éclairé,,,,Bobet,27.01,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175112
39,360,1129,route du Burck,20060713000000,33810,Sur chaussée classique,8,,91/Flexo 50 Résa,,20010101000000,20060411000000,20001020000000,20060411000000,,Poteau,,,,Dufresne,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175112
40,360,3448,1 rue Saint Exupéry,20010906000000,33110,Sur chaussée classique,4,,,,20010101000000,20010108000000,20010108000000,20010108000000,20010108000000,Poteau,,,,Gourribon,,,,,LE BOUSCAT,,,,,,,,,20170830151000,20170830171800
41,360,2222,rue de la Gare,20080725000000,33290,Sur chaussée classique,8,,76/Flexo 57 Résa/Spécifique 77,,20010101000000,,20080325000000,20010101000000,,Poteau,,,,Carrière de Bos,,,,,PAREMPUYRE,,,,,,,,BUS,20170830151000,20170830175112
44,360,1808,5 Avenue Louis Barthou,19970722000000,33200,Hors chaussée semi-intégré,4,,Lianes 2,,20010101000000,,19990907000000,,,Poteau,,,,Grand-Lebrun,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
45,360,3958,10 rue des Pays Bas,20041005000000,33290,Sur chaussée classique,8,,,,20010101000000,20040703000000,20040703000000,20100222000000,20040703000000,Non matérialisé,,,,Lorraine,,,,,BLANQUEFORT,,,,,,,,,20170830151000,20170830171816
47,360,303,4 rue de la Paix,19970716000000,33150,Sur chaussée classique,6,,27/Flexo 51,,20010101000000,,20000209000000,,,Poteau,,,,Rue de la Paix,,,,,CENON,,,,,,,,BUS,20170830151000,20170830175112
48,360,103,6 avenue du Rond Point,20100720000000,33600,Sur chaussée classique,8,,Citéis 44,,20100222000000,20100222000000,19990830000000,20100222000000,20100222000000,Poteau,,,,Rond-Point,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175112
52,360,318,"95, rue Malbec",19970703000000,33800,Sur chaussée classique,6,,Lianes 9,25,20010101000000,,19990712000000,,,Poteau,,,,Billaudel,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
54,360,1138,30 avenue de Gradignan,19990826000000,33600,Sur chaussée classique,4,,Corol 35,,20010101000000,,20000915000000,,,Poteau,,,,Cardinal,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175112
58,360,3711,place Stalingrad,20041006000000,33100,,11,,A,,20010101000000,20031221000000,20031221000000,20031221000000,20031221000000,abribus tramway,,,,STALINGRAD,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175112
60,360,2337,"75/73, boulevard Godard",20050930000000,33300,Sur chaussée norme access,6,,Lianes 9,,20010101000000,,19990712000000,20050929000000,20170421000000,Abribus V1 éclairé,,,,Grand Parc,7.296,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
62,360,281,86 avenue Jean cordier,19970709000000,33600,Sur chaussée classique,14,,24,,20010101000000,,19990823000000,,,Poteau,,,,Fauré,,,,,PESSAC,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
66,360,4941,5 avenue du Port du Roy,20110927000000,33290,Sur chaussée classique,4,,Corol 37/Spécifique 77,,20050912000000,20050912000000,20050912000000,20050912000000,20050912000000,Poteau,,,,Pépinières,,,,,BLANQUEFORT,,,,,,,,BUS,20170830151000,20170830175112
67,360,5379,face au 12 rue Camille Saint-Saens,20070924000000,33000,Hors chaussée intégral,8,,,,20070901000000,20070901000000,20070901000000,20100222000000,20070901000000,Non matérialisé,,,,Tondu,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171836
68,360,651,115 cours Gambetta,20060719000000,33270,Sur chaussée classique,6,,27,,20010101000000,20060209000000,20000202000000,20060209000000,,Abribus V1 éclairé,,,,Cours Gambetta,14.07,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175112
70,360,5968,67 rue Georges Lafont,20100727000000,33110,Sur chaussée classique,8,,Citéis 46,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Lafont,,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175112
81,360,622,61/65 rue de Bègles,19970804000000,33800,Sur chaussée classique,14,,Lianes 15,,20010101000000,,19991118000000,,,Poteau,,,,Lafontaine,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
87,360,5928,D113,20100805000000,33270,Hors chaussée intégral,6,,Lianes 10,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V1,,,,Bouliac Centre Commercial,8-23,,,,BOULIAC,,,,,,,,BUS,20170830151000,20170830175112
88,360,654,50 rue Lerousseau,19970703000000,33130,Sur chaussée classique,8,,Citéis 43,,20010101000000,,19991118000000,,,Poteau,,,,Dotézac,,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175112
89,360,1387,193 cours Victor Hugo,20121018000000,33130,Sur chaussée norme access,14,,Lianes 15,,20100222000000,20100222000000,19991117000000,20090910000000,20091201000000,Abribus V2,,,,Salengro,5-66,,,,BEGLES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
92,360,1354,chemin des Plateaux,20060718000000,33270,Sur chaussée classique,6,,28/Flexo 52,,20010101000000,20060221000000,20000128000000,20060221000000,,Abribus V2 éclairé,,,,Berlioz,14.25,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175112
93,360,4025,"22, chemin de Bacchus",20041004000000,33520,Sur chaussée classique,8,,73,,20010101000000,20040703000000,20040703000000,20040703000000,20040703000000,Poteau,,,,Bacchus,,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175112
96,360,3218,137 rue Jean Jaurès,20111012000000,33400,Sur chaussée classique,6,,58/Lianes 10,,20010101000000,,20100222000000,20080416000000,,Abribus V2,,,,Pont de Cauderès,26.43,,,,TALENCE,,,,,,,,BUS,20170830151000,20170830175112
97,360,717,46 rue des chênes,20100728000000,33290,Sur chaussée classique,8,,76/Flexo 57 Résa,,20100222000000,20100222000000,20000927000000,20100222000000,,Poteau,,,,Crébadin,,,,,PAREMPUYRE,,,,,,,,BUS,20170830151000,20170830175112
98,360,2800,avenue de Monbalon,20020822000000,33600,Sur chaussée classique,14,,23/Citéis 44,,20010101000000,19990830000000,19990830000000,19990830000000,19990830000000,Poteau,,,,Le Trinquet,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175112
99,360,5183,41 chemin de Brousse,20060712000000,33270,Sur chaussée classique,8,,Flexo 38 Résa/Résago Bouliac,,20060705000000,20060705000000,20060705000000,20060705000000,20060705000000,Poteau,,,,Labardasse,,,,,BOULIAC,,,,,,,,,20170830151000,20170830171828
102,360,6852,rue Jules Guesde,20131010000000,33150,Sur chaussée classique,8,,Corol 32,,20130318000000,20130318000000,20130318000000,20130318000000,20130318000000,Poteau,,,,Guesde,,,,,CENON,,,,,,,,BUS,20170830151000,20170830175112
103,360,5205,avenue Jean Zay,20071002000000,33150,Sur chaussée norme access,6,,27/Flexo 51,,20061023000000,20061023000000,20061023000000,20061218000000,20070227000000,Abribus V1 éclairé,,,,Jean Zay,12.07,,,,CENON,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
106,360,560,Côte de Monrepos,20090731000000,33270,Sur chaussée classique,6,,28/80/Flexo 52,,20010101000000,20060609000000,19990715000000,20060609000000,20090708000000,Abribus V4 non éclairé,,,,Côte de Caumont,14.27,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175112
107,360,5528,rue Achard,20080804000000,33300,,11,,B,,20081020000000,20081020000000,20081020000000,20081020000000,,abribus tramway,,,,RUE ACHARD,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175112
109,360,6732,face au 64 quai de Paludate,20131015000000,33800,Sur chaussée classique,6,,58,,20121004000000,20121004000000,20121004000000,20130304000000,20121004000000,Poteau,,,,Paludate,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
113,360,1666,Chemin de Cornier,20060718000000,33270,Sur chaussée classique,6,,28/Corol 32,,20010101000000,20060227000000,19990715000000,20060227000000,,Abribus V1 éclairé,,,,Collège G.Rayet,14.30,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175112
115,360,5805,rue Denis Papin,20100721000000,33130,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V1,,,,Rives d'Arcins,5.68,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175112
116,360,577,rue de la Princesse,20060721000000,33600,Terminus Bus,14,,23,35,20010101000000,20051226000000,20100222000000,20051226000000,,Abribus V2 non éclairé,,,,Romainville,20-102,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175112
119,360,6931,avenue des Sapinettes,20131008000000,33127,Sur chaussée classique,6,,Lianes 11/Spécifique 82,,,,20130701000000,20130905000000,20010101000000,Poteau,,,,Pyrénées,,,,,MARTIGNAS-SUR-JALLE,,,,,,,,BUS,20170830151000,20170830175112
126,360,954,52 avenue des Provinces,20010905000000,33600,Sur chaussée classique,14,,Citéis 44/Lianes 4,,20010101000000,19990830000000,19990830000000,19990830000000,,Poteau,,,,Bretagne,,,,,PESSAC,PUBLIC,,,,,,,BUS,20170830151000,20170830180636
128,360,3819,avenue Roul,20080723000000,33400,Terminus Bus,4,,Corol 35,,20010101000000,20140113000000,20040703000000,20080703000000,20040703000000,Abribus V1,Abribus V1,,,Peixotto,26.39,26-68,,,TALENCE,,,,,,,,BUS,20170830151000,20170830175112
130,360,725,face au 345 avenue de Verdun,20060725000000,33700,Sur chaussée classique,6,,Lianes 1,,20010101000000,20051115000000,19990804000000,20051115000000,,Abribus V4 non éclairé,,,,Président Wilson,18.114,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175112
133,360,6572,avenue de Magudas,20121029000000,33185,Sur chaussée norme access,8,,71,,20111216000000,20111216000000,20111216000000,20121010000000,20111216000000,Poteau,,,,Ariane,,,,,LE HAILLAN,,,,,,,,BUS,20170830151000,20170830175112
134,360,1067,50  rue du Tondu,20121023000000,33000,Sur chaussée norme access,14,,24,,20010101000000,,19991125000000,,20160617000000,Poteau,,,,Louis Mie,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
135,360,7092,297 chemin du Foin,20141017000000,33320,Sur chaussée classique,8,,Spécifique 85,,20131003000000,20131003000000,20131003000000,20150610000000,20131003000000,Poteau,,,,Foin,,,,,LE TAILLAN-MEDOC,,,,,,,,BUS,20170830151000,20170830175112
143,360,1872,avenue Jean Monnet,20090731000000,33140,Sur chaussée classique,14,,87/Corol 36,,20010101000000,,20001003000000,20080805000000,,Abribus V1,,,,Monnet,27.90,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175112
146,360,1087,54 rue du Lugat,19970731000000,33290,Sur chaussée classique,8,,76/Flexo 57 Résa,,20010101000000,,20000927000000,,,Poteau,,,,Lugat,,,,,PAREMPUYRE,,,,,,,,BUS,20170830151000,20170830175112
148,360,121,route du Mayne (CD 10),19970731000000,33810,Sur chaussée classique,8,,93,,20010101000000,,20001020000000,,,Poteau,,,,Le Mayne,,,,,AMBES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
149,360,1421,272 avenue du Taillan Medoc,19970728000000,33320,Sur chaussée classique,14,,Lianes 5 Nord/Spécifique 79,,20010101000000,,19990902000000,,,Poteau,,,,Les Cares,,,,,EYSINES,,,,,,,,BUS,20170830151000,20170830175112
154,360,1156,6 rue de Chouiney,19970707000000,33170,Sur chaussée classique,14,,Lianes 8,,20010101000000,,19991124000000,,,Poteau,,,,Chouiney,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175112
156,360,3680,rue de Langlet,20040922000000,33320,Hors chaussée intégral,4,,29,,20010101000000,20040703000000,20040703000000,20040703000000,20040703000000,Poteau,,,,Lycée Charles Peguy,,,,,EYSINES,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
157,360,2508,rue de l'Archevêque,20060802000000,33310,Hors chaussée intégral,6,,Citéis 40,,20010101000000,20060420000000,20000502000000,20060420000000,19981002000000,Abribus V1 non éclairé,,,,L'Archevêque,17.44,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175112
158,360,809,face au 104 Rue du Pradas,20111003000000,33700,Sur chaussée classique,14,,Citéis 42,,20010101000000,,20000605000000,20081101000000,,Abribus V1,,,,Demosthène,18.150,,,,MERIGNAC,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
71,360,5274,avenue Kennedy,20141017000000,33700,Sur chaussée norme access,6,,Lianes 1,,20070705000000,20140522000000,20070705000000,20140522000000,20140522000000,Abribus V1- Ev2,,,,Kennedy,18-179,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175112
72,360,5868,face au 98/102 avenue Roger Salengro,20111007000000,33130,Sur chaussée norme access,8,,,,20100222000000,20100222000000,20100222000000,20101220000000,20100222000000,Poteau,,,,Ecole Salengro,,,,,BEGLES,,,,,,,,,20170830151000,20170830171856
73,360,1289,19 rue Descartes,19990824000000,33600,Sur chaussée classique,14,,Citéis 42,,20010101000000,,19990823000000,,,Poteau,,,,Charles Péguy,,,,,PESSAC,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
75,360,5922,15 avenue Bel Air,20100723000000,33200,Sur chaussée classique,14,,Citéis 41,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Stade Batany,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
78,360,323,face au 216 rue Frédéric Sévène,19970704000000,33400,Sur chaussée classique,14,,20,,20010101000000,,19991124000000,,,Poteau,,,,Sévène,,,,,TALENCE,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180636
80,360,163,58 chemin des Plateaux,20060718000000,33270,Sur chaussée classique,6,,28/Flexo 52,,20010101000000,,20000128000000,20060227000000,,Abribus V2 éclairé,,,,Versant,14.21,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175112
791,360,5435,rue Eugène Delacroix,20080724000000,33800,,11,,C,,20080227000000,20080227000000,20080227000000,20080227000000,,abribus tramway,,,,BELCIER,,,,,BORDEAUX,,,,,,,,TRAM,20170830151000,20170830175116
793,360,5438,boulevard Jean-Jacques Bosc,20080724000000,33130,,11,,C,,20080227000000,20080227000000,20080227000000,20080227000000,,abribus tramway,,,,TERRES NEUVES,,,,,BEGLES,,,,,,,,TRAM,20170830151000,20170830175116
794,360,6591,176 rue Achard,20121024000000,33300,Sur chaussée classique,8,,,,20120102000000,20120102000000,20120102000000,20131202000000,20120102000000,Non matérialisé,,,,New York,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171908
797,360,5482,rue Lucien Faure,20080801000000,33300,Sur chaussée classique,8,,,,20080325000000,20080325000000,20080325000000,20100222000000,20080325000000,Non matérialisé,,,,Latule,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171840
798,360,5470,avenue de Laroque,20080801000000,33300,Terminus Bus,4,,Corol 35,,20080325000000,20080325000000,20080325000000,20080325000000,20080325000000,Abribus V1,,,,Les Aubiers,7.324,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175116
801,360,1780,face au 66 avenue de Capeyron,19970723000000,33160,Hors chaussée intégral,8,,71/Flexo 55 Résa,,20010101000000,19970217000000,19990827000000,19970217000000,19970217000000,Poteau,,,,Julien,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175116
802,360,1990,face au 6 Rue Théophile Gautier,19970725000000,33160,Sur chaussée classique,4,,,,20010101000000,,20000918000000,,,Poteau,,,,Gautier,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,,20170830151000,20170830171708
805,360,3091,face au 48 avenue de Mazeau,19970723000000,33160,Sur chaussée classique,8,,71/Flexo 55 Résa,,20010101000000,,19990827000000,,,Poteau,,,,Avenue de Capeyron,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175116
808,360,1110,40 rue Pierre Ramond,20060726000000,33160,Sur chaussée classique,8,,71/Flexo 55 Résa,,20010101000000,20050901000000,20040703000000,20050901000000,,Abribus V1 non éclairé,,,,Ramond,23.43,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175116
809,360,124,12 rue d'Epernay,19970711000000,33700,Sur chaussée classique,6,,Lianes 11,,20010101000000,,19991020000000,,,Poteau,,,,Epernay,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
810,360,1321,101 rue Jean Monnet,20121016000000,33700,Sur chaussée norme access,8,,30,,20010101000000,20120414000000,20000605000000,20120414000000,20120414000000,Abribus V1,,,,Procession,18-24,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
811,360,969,avenue de l'Argonne,20050927000000,33700,Hors chaussée intégral,8,,30,,20010101000000,,20000921000000,20050624000000,,Abribus V1,,,,La Grave,18.80,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
812,360,1160,face au 56 avenue de l'Argonne,19980819000000,33700,Hors chaussée semi-intégré,8,,30,,20010101000000,,20000921000000,,,Poteau,,,,Lucassot,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
814,360,5516,19 rue Jean Jaurès,20080730000000,33560,Sur chaussée classique,8,,90/Flexo 50,,20080531000000,20080531000000,20080531000000,20080531000000,20080531000000,Poteau,,,,Guyon,,,,,CARBON-BLANC,,,,,,,,BUS,20170830151000,20170830175116
819,360,21,face au 26 rue Winston Churchill,19970807000000,33700,Sur chaussée classique,6,,Lianes 11,,20010101000000,,19991020000000,,,Poteau,,,,Churchill,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175116
823,360,4736,Pôle d'échanges Buttinière,20050921000000,33310,Terminus Bus,6,,Citéis 40,,20050829000000,20050829000000,20050829000000,20050829000000,20050829000000,Poteau,abribus tramway,,,Buttinière,,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175120
826,360,1212,145/147 avenue de la Marne,20000919000000,33700,Sur chaussée classique,6,,Lianes 11,,20010101000000,19991018000000,20000921000000,,,Poteau,,,,Labatut,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175120
831,360,5527,face au 67 rue du Liveau,,33700,Sur chaussée classique,6,,,70,20080901000000,20080901000000,20080901000000,20080901000000,20080901000000,Poteau,,,,Mérignac Capeyron [Terminus],,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171844
835,360,1118,19 rue Jacques Prevert,20080801000000,33700,Sur chaussée classique,6,,Lianes 11/Spécifique 82/Spécifique 88,,20010101000000,,19990804000000,20080730000000,20080730000000,Abribus V1,,,,Castelneau,18.07,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175120
836,360,5574,avenue du Bourgailh (échangeur 13),20090729000000,33600,Sur chaussée classique,14,,23/Citéis 44,,20081201000000,20081201000000,20081201000000,20081201000000,20081201000000,Poteau,,,,Cicéron,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175120
